;05935353000105;FAZENDA SAO JOSE DA CACHOEIRA AGRICOLA LTDA.;8;113000;ALAMEDA;GABRIEL MONTEIRO DA SILVA;1031;BLOCO P;JARDIM AMERICA;1441000;SP;SAO PAULO;11 30665444;;11 30665427;contabil@sattin.com.br;5
;05975154000112;RIVOLI AGROPECUARIA LTDA;8;134200;AVENIDA;IPIRANGA;1152;3 ANDAR CONJUNTO 301;CENTRO;1040000;SP;SAO PAULO;;;;;1
;05982274000228;AGROINDUSTRIAL E MERCANTIL CARACOL LTDA;2;113000;RUA;RENATO PAES DE BARROS;750;CONJ 42 SALA 01;ITAIM BIBI;4530001;SP;SAO PAULO;011 30797988;;;;5
;06006831000157;AGUIANA PAISAGISMO LTDA;8;122900;RUA;SENADOR CASIMIRO DA ROCHA;809;APTO. 42;SAUDE;4047002;SP;SAO PAULO;;;;;5
;06007003000133;ARONA AGROPECUARIA E ADMINISTRACAO DE BENS LTDA.;2;161099;RUA;PAES LEME;524;ANDAR 7 CONJ 73;PINHEIROS;5424904;SP;SAO PAULO;11 30378400;;11 30378444;;5
;06021629000102;AGROPECUARIA GEA LTDA;2;210107;RUA;FUNCHAL;375;ANDAR 6 CONJUNTO 61 SALA 4;VILA OLIMPIA;4551060;SP;SAO PAULO;67 32391466;67 32391466;67 32391466;nei_cont@hotmail.com;5
;06021642000153;AGROPECUARIA CABUREY LTDA;2;210107;RUA;FUNCHAL;375;ANDAR 6 CONJUNTO 61 SALA 3;VILA OLIMPIA;4551060;SP;SAO PAULO;67 32391466;67 32391466;67 32391466;nei_cont@hotmail.com;5
;06021663000179;AGROPECUARIA PROVANIL LTDA;2;210107;RUA;FUNCHAL;375;ANDAR 6 CONJUNTO 61 SALA 5;VILA OLIMPIA;4551060;SP;SAO PAULO;67 32391466;67 32391466;67 32391466;nei_cont@hotmail.com;5
;06042817000109;AGROPECUARIA BETANIA LTDA;8;115600;RUA;PADRE JOAO MANUEL;222;CONJ 18 SALA 3;CERQUEIRA CESAR;1411000;SP;SAO PAULO;11 33316795;;;marilia@paulamar.com.br;1
;06064718000128;AGRO PECUARIA PAREDAO DA SANTA EDWIGES LTDA;2;151201;AVENIDA;BRIGADEIRO FARIA LIMA;1811;11.ANDAR;JARDIM PAULISTANO;1452001;SP;SAO PAULO;67 33441505;;;MEREM@TERRA.COM.BR;3
;06066768000144;FLORESTAL SANTA MARIA LTDA;2;220901;RUA;TATUI;40;ANDAR 3 SALA 01;JARDIM PAULISTA;1409010;SP;SAO PAULO;11 30823002;11 50960277;11 32140820;clovis@gerencialsp.com.br;5
;06089473000193;R.C.C. AGROPASTORIL LTDA;4;151201;AVENIDA;BRIGADEIRO FARIA LIMA;1811;11.ANDAR-CJTO 1113;JARDIM PAULISTANO;1452001;SP;SAO PAULO;;;;;5
;06110756000170;UNACAFE AGRICOLA LTDA.;2;135100;RUA;FREI CANECA;1407;SALA 504 A 507 PARTE;CONSOLACAO;1307003;SP;SAO PAULO;11 32511696;;1138140881;cimobcar@terra.com.br;5
;06115866000124;RT COMERCIAL AGRICOLA E PECUARIA LTDA;8;116499;RUA;ALMIRANTE SOARES DUTRA;347;PARTE;MORUMBI;5654000;SP;SAO PAULO;011 37438046;;;;1
;06145648000132;CBR ADMINISTRACAO E PARTICIPACAO EIRELI;2;151201;AVENIDA;AGUA FRIA;467;ANDAR 5 SALA 56;AGUA FRIA;2333000;SP;SAO PAULO;11 20990398;;11 20993098;CBR07@IG.COM.BR;5
;06153237000199;J.IDA AGROPECUARIA LTDA.;2;151202;RUA;AMERICO BRASILIENSE;2171;CONJ 405;CHACARA STO ANTONIO;4715005;SP;SAO PAULO;11 56311717;;;lfs@lfs.com.br;5
;06159233000118;AGROPECUARIA DE GALIA LTDA.;2;161099;RUA;EZEQUIEL FREIRE;55;6 ANDA CONJUNTO 66;SANTANA;2034000;SP;SAO PAULO;11 34774049;;11 69509211;FABIANA@AGROGALIA.COM.BR;5
;06159884000299;PESCAM - PESCADOS DA AMAZONIA LTDA;8;311601;RUA;BAGE;312;;VILA MARIANA;4012040;SP;SAO PAULO;;;;;1
;06201113000131;AGROPECUARIA PROGRI LTDA;8;151201;RUA;PEDROSO ALVARENGA;1254;7 ANDAR;ITAIM BIBI;4531004;SP;SAO PAULO;;;;;5
;06209424000147;NOVA TERRA PARTICIPACOES LTDA.;2;161099;RUA;CIDADE DE RIO PARDO;181;;VL. ANDRADE;5727180;SP;SAO PAULO;;;;;1
;06213692000132;FRANOR AGRICOLA S/A.;2;133499;AVENIDA;ERMANO MARCHETTI;928;SALA 02;AGUA BRANCA;5038001;SP;SAO PAULO;;;;;5
;06227223000172;RAAMA AGROPECUARIA LTDA;2;151201;RUA;GENERAL JARDIM;482;ANDAR 2 CONJ 21;VILA BUARQUE;1223010;SP;SAO PAULO;11 32576292;;;JOAOPEDRO@CONSULTSP.COM.BR;5
;06229606000180;CARREGARI & FABRICIO SERVICOS DE TREINAMENTO E ADESTRAMENTO LTDA;2;162803;AVENIDA;LINEU DE PAULA MACHADO;1263;;JD EVEREST;5601001;SP;SAO PAULO;;;;;1
;06235498000158;AGROPECUARIA CEU CLARO LTDA;4;115600;RUA;PEDROSO ALVARENGA;1284;10 ANDAR;ITAIM BIBI;4531004;SP;SAO PAULO;11 30792300;;11 30792004;evaldo.ramos@eraa.com.br;1
;06249875000108;FAZSOJA AGROPECUARIA LTDA;8;163600;RUA;JEAN SIBELIUS;27;ANDAR APARTAMENTO 41;JARDIM PAULISTANO;1454040;SP;SAO PAULO;12 36623612;12 36689900;;contato@atenascontabil.com;1
;06255791000187;QUALISEEDS - CONSULTORIA EM SEMENTES LTDA.;8;163600;RUA;ARTUR SABOIA;367;BLOCO 2 - APTO 41;PARAISO;4104060;SP;SAO PAULO;;;;;1
;06266209000269;SENOR LTDA;8;230600;RUA;ALVORADA;1495;ALTOS;VILA OLIMPIA;4550004;SP;SAO PAULO;;;;;5
;06272325000100;TECLA PARTICIPACOES LTDA.;2;161099;AVENIDA;MORUMBI;2000;;JD. GUEDALA;5606100;SP;SAO PAULO;;;;;1
;06281449000151;VICTOR PRADO ESCOQUI;8;311604;AVENIDA;SAO MIGUEL;2526;;PONTE RASA;3620001;SP;SAO PAULO;;;;;1
;06284676000130;EMBRIOTEC PRODUCAO, PESQUISA E ESTUDOS DE ENGENHARIA GENETICA LTDA;4;162801;RUA;CONSOLACAO;3.726;APARTAMENTO 41;CERQUEIRA CESAR;1416000;SP;SAO PAULO;;;;;1
;06294341000101;AGROPECUARIA FAZENDA SAMOA R1 EIRELI;4;151201;RUA;ANTONIO GENZINI;49;;JARDIM AVELINO;3227030;SP;SAO PAULO;11 30858055;;11 30858055;;1
;06303323000130;KION ADESTRAMENTO LTDA;8;159802;RUA;COMANDANTE GUALBERTO;79;;TUCURUVI;2309020;SP;SAO PAULO;;;;;5
;06352108000200;AMAZONIA AGROPECUARIA LTDA;2;151201;AVENIDA;MARIA COELHO AGUIAR;215;BLOCO D 8 ANDAR;SANTO AMARO;5805000;SP;SAO PAULO;;;;;5
;06352116000338;MARANHENSE SA AGROPECUARIA E INDUSTRIAL;8;151201;AVENIDA;MARIA COELHO AGUIAR;215;BLOCO D 8 ANDAR;SANTO AMARO;5805000;SP;SAO PAULO;;;;;5
;06634945000141;BRASBEEF EMPREENDIMENTOS AGROPECUARIOS LTDA;8;162803;RUA;CACONDE;124;;JARDIM PAULISTA;1425010;SP;SAO PAULO;011 50511609;;011 51511609;;1
;06697760000186;NATUREZA AGROPECUARIA LTDA;2;121101;ESTRADA;DA CHACARA DO CAFE;S/N;KM 12;JARDIM JARAGUA;5276050;SP;SAO PAULO;;;;;1
;06722623000154;CRP - COMPANHIA DE REFLORESTAMENTO PIAUI LTDA;2;161099;AVENIDA;ANGELICA;2466;ANDAR 21 CONJ 211 SALA A;CONSOLACAO;1228200;SP;SAO PAULO;11 32925055;;;;5
;06780369000221;THIAGO TRUJILLO RODRIGUEZ - AVESTRU'S;8;155504;AVENIDA;MOEMA;713;;PLANALTO PAULISTA;4077023;SP;SAO PAULO;11 62152678;;;edpsil@ig.com.br;1
;06865368000107;TAMBATAJA AGROPECUARIA LTDA.;2;151201;RUA;HUNGRIA;888;ANDAR 1.-SALA 3;JARDIM EUROPA;1455000;SP;SAO PAULO;11 41934995;;;contabilrd@uol.com.br;5
;06915931000104;HELENA DE ALMEIDA SANTOS - AGROPASTORIL LTDA;4;162899;RUA;TUCUMA;123;CJ. 91;JARDIM PAULISTA;1455010;SP;SAO PAULO;011 30786667;;;RLSCHWARTZ@UOL.COM.BR;3
;06939079000105;ISAIAS DIAS DE FREITAS PAISAGISMO;4;122900;RUA;DOUTOR MALTA CARDOSO;224;;VILA GUMERCINDO;4131130;SP;SAO PAULO;;;;;1
;06939991000159;JACARANDA MIMOSO PARTICIPACOES LTDA.;8;210101;AVENIDA;PAULISTA;1938;ANDAR 16;BELA VISTA;1310942;SP;SAO PAULO;11 31797454;11 31797518;11 31797355;VICTOR.ZAVAGLI@DURATEX.COM.BR;5
;06948074000130;RENUKA DO BRASIL AGROPECUARIA LTDA;8;113000;AVENIDA;NOVE DE JULHO;5519;ANDAR 5 SALA 3;ITAIM BIBI;1407200;SP;SAO PAULO;14 35439111;14 35439076;14 35439194;fiscal@renukabrasil.com.br;5
;06954454000188;L.G. CARVALHO AGROPECUARIA LTDA;2;151201;AVENIDA;BRIGADEIRO FARIA LIMA;1811;11.ANDAR;JARDIM PAULISTANO;1452001;SP;SAO PAULO;;;;;1
;06958282000110;GIBRAIL AGROPECUARIA LTDA.;2;162899;RUA;JOAQUIM FLORIANO;72;CJ 145 SL 01;ITAIM BIBI;4534000;SP;SAO PAULO;;;;;1
;06968489000176;EMPREENDIMENTOS SANTA HELENA AGRICOLA S/A.;8;161099;RUA;DR. ALCEU DE CAMPOS RODRIGUES;95;CONJUNTO 02;VILA NOVA CONCEICAO;4544000;SP;SAO PAULO;;;;;5
;06984908000163;SITIO FIGUEIRA SABO AGROPECUARIA E COMERCIO LTDA.;8;121101;RUA;IGUATEMI;252;CONJ. 72;ITAIM BIBI;1451010;SP;SAO PAULO;;;;;5
;06992922000109;AMPLA TRANSPORTES LTDA;2;161003;RUA;AGOSTINHO LATTARI;13;ANDAR 1;PARQUE DA MOOCA;3125080;SP;SAO PAULO;11 22322828;11 22319313;11 22322828;gpcassessoria@globo.com;1
;06997971000134;PRECIOUS FISH COMERCIO DE PEIXES LTDA;8;322101;ESTRADA;DO JACEGUAVA;440;;BALNEARIO SAO JOSE;4870425;SP;SAO PAULO;;;;;5
;07005624000140;LUCINDA AGROPECUARIA LTDA;4;151201;AVENIDA;BRIGADEIRO FARIA LIMA;1811;11.ANDAR;JARDIM PAULISTANO;1452001;SP;SAO PAULO;;;;;1
;07036839000129;COTIA SEINEN CERRADO KAIHATSU S/A;4;161099;AVENIDA;DA LIBERDADE;486;SALA 1201;LIBERDADE;1502001;SP;SAO PAULO;;;;;5
;07074393000127;A & V OLIVEIRA SERVICOS DE TREINAMENTO E ADESTRAMENTO LTDA;2;162803;AVENIDA;LINEU DE PAULA MACHADO;1263;;JARDIM EVEREST;5601001;SP;SAO PAULO;011 37727565;;011 37727565;;1
;07078042000356;FARO CAPITAL COMERCIAL AGRICOLA LTDA;8;131800;RUA;AMAURI;286;ANDAR 8 SALA F;ITAIM BIBI;1448000;SP;SAO PAULO;16 34344464;;16 34344464;planeccontabil@uol.com.br;1
;07081569000178;FAGUNDES AGRONEGOCIO LTDA;2;151203;RUA;MACEIO;63;APT 803 SALA 02;CONSOLACAO;1302010;SP;SAO PAULO;19 38784795;11 37989070;;FNUNES21@GMAIL.COM;1
;07082672000132;VACMI AGROPECUARIA LTDA.;2;151201;AVENIDA;BRIGADEIRO FARIA LIMA;1982;2 ANDAR , SALA202;JARDIM PAULISTANO;1451000;SP;SAO PAULO;11 30970559;;11 30970559;vacmi@uol.com.br;1
;07093322000171;SARAPUI AGROPECUARIA S/A;8;155504;RUA;CANTAGALO;692;CJ. 1313;TATUAPE;3319000;SP;SAO PAULO;;;;;5
;07105995000102;AGROPECUARIA BUENO & OPRINI LTDA.;8;162899;RUA;TENENTE GOMES RIBEIRO;57;CONJUNTO 102;VILA CLEMENTINO;4038030;SP;SAO PAULO;;;;;5
;07115361000122;AGROPECUARIA JANDIRA S/A.;2;161099;RUA;TREZE DE MAIO;1104;1 ANDAR;BELA VISTA;1327000;SP;SAO PAULO;11 32514555;;11 32514555;cseltda@terra.com.br;5
;07118658000141;AGROPECUARIA G5 LTDA;2;161099;AVENIDA;ANTONIO BATUIRA;447;SLJ;ALTO DE PINHEIROS;5462050;SP;SAO PAULO;11 55918140;;11 55945600;legal@confirmy.com.br;5
;07129699000133;AGROPASTORIL CPJ PRIMAVERA LTDA;8;151201;RUA;JOAQUIM FLORIANO;834;12 ANDAR;ITAIM BIBI;4534003;SP;SAO PAULO;011 30789911;;011 30787079;;1
;07129980000176;NAPOLEON SERVICOS DE TREINAMENTO E ADESTRAMENTO LTDA;4;162803;AVENIDA;LINEU DE PAULA MACHADO;1263;;JARDIM EVEREST;5601001;SP;SAO PAULO;011 37727565;;011 37727565;;1
;07156095000186;AGROPECUARIA SERRA FORMOSA LTDA.;2;151201;RUA;JOAQUIM FLORIANO;834;ANDAR 10;ITAIM BIBI;4534003;SP;SAO PAULO;11 30789911;;11 30731251;SERRAFORMOSA@SERRAFORMOSA.COM.BR;5
;07156202000176;AGROPECUARIA FAZENDA ITAIPU LTDA.;2;151201;RUA;JOAQUIM FLORIANO;834;ANDAR 10;ITAIM BIBI;4534003;SP;SAO PAULO;11 30789911;;11 30731251;SERRAFORMOSA@SERRAFORMOSA.COM.BR;5
;07179101000110;FLAVIO SILVESTRE DE PONTES;8;151201;RUA;CONSTANTINO FUSCO;447;TERREO;VILA TUPI;3383070;SP;SAO PAULO;11 67059978;;11 62161253;estreladeste@ig.com.br;5
;07200959001787;IMOBILIARIA PRESTACAO DE SERVICOS E EMPREENDIMENTOS DO CEARA S/A IPECEA;8;311601;RUA;MARCONI;53;CONJUNTO 73;;1047905;SP;SAO PAULO;;;;;5
;07205440000124;AGRICOLA XINGU S/A;2;111399;RUA;OLIMPIADAS;109;COND 109/205 ANDAR 2 CONJ 24;VILA OLIMPIA;4551000;SP;SAO PAULO;11 35721958;11 35721957;11 34783401;FISCALSP@XINGUAGRI.COM;5
;07217239000167;COMPANHIA REFLORESTADORA E AGROPECUARIA PINHEIRO;8;230600;RUA;21 DE ABRIL;1391;;BELENZINHO;3047000;SP;SAO PAULO;;;;;5
;07218994000166;LUCIANA GIULIANI G.P.P. DE CAMARGO - JARDINAGEM;2;122900;AVENIDA;SABIA;273;FUNDOS;INDIANOPOLIS;4515000;SP;SAO PAULO;11 96579229;;;NILTON.ENEOENE@UOL.COM.BR;1
;07229803000161;BEST IN BORDER KENNEL-CANIL E PRODUTOS PARA ANIMAIS LTDA.;4;159802;RUA;ITACARANHA;52;;PACAEMBU;1248070;SP;SAO PAULO;11 35496949;11 35496917;11 35496904;ivanlamiel@sbadv.com.br;1
;07250281000180;CAMPO DO MEIO AGRO-PASTORIL E PARTICIPACOES LTDA;2;133499;RUA;JOAQUIM TAVORA;1517;PARTE;VILA MARIANA;4015003;SP;SAO PAULO;11 42284804;;11 42283430;zaniti-consult@uol.com.br;5
;07258627000277;ALOBA AGROINDUSTRIAL DO NORDESTE LTDA;2;111301;RUA;ATICA;673;;JARDIM AEROPORTO;8210040;SP;SAO PAULO;;;;;1
;07276194000100;FRUTAS B. S. LTDA;2;133408;AVENIDA;DOUTOR GASTAO VIDIGAL;1946;PAVLH HFD BOX 84;VILA LEOPOLDINA;5316900;SP;SAO PAULO;11 30310354;11 30315433;11 30310354;montealto@superig.com.br;5
;07282428000202;BELGRAVIA AGROPECUARIA, ADMINISTRACAO E PARTICIPACOES LTDA.;8;151201;RUA;FUNCHAL;263;18 ANDAR - CJ. 181;VILA OLIMPIA;4551060;SP;SAO PAULO;18 36225803;;;gtoquetoncontabil@terra.com.br;5
;07308551000166;AGROPECUARIA TANGARA LTDA.;2;162899;;PRAA DOS OMAGUAS;106;;PINHEIROS;5419020;SP;SAO PAULO;;;;;1
;07314166000121;WILLIAN GOMES DE AGUIAR AGRICOLA;8;116499;RUA;CATLEIAS;60;;JD NAIR;8071100;SP;SAO PAULO;;;;;5
;07325651000109;SANTA BRANCA EMPREENDIMENTOS AGROPECUARIOS LTDA;2;151203;AVENIDA;MAGALHAES DE CASTRO;4800;CONJ 142 SALA 1411-B;CIDADE JARDIM;5676120;SP;SAO PAULO;62 39410755;;;MURILLO.RODARTE@DEVRO.COM.BR;1
;07346045000161;RORAGRO INVESTIMENTOS AGRICOLAS LTDA.;8;161099;AVENIDA;PEDROSO DE MORAES;1201;4ANDAR, SALA 7, PARTE;PINHEIROS;5419001;SP;SAO PAULO;;;;;5
;07346396000172;AGROPECUARIA GRANDES LAGOS LTDA;2;162899;RUA;EZEQUIEL FREIRE;55;6 ANDA CONJUNTO 66;SANTANA;2034000;SP;SAO PAULO;11 34774049;;;FABIANA@AGROGALIA.COM.BR;5
;07352484000187;FH BENEFICIADORA DE PRODUTOS HORTIFRUTICOLAS LTDA;2;163600;RUA;MANUEL ARAUJO;9-A;GALPAOB;CACHOEIRA;2284000;SP;SAO PAULO;11 24516184;11 39924655;11 24516184;;1
;07352637000196;ARGO BRASIL COMERCIAL LTDA;2;133499;AVENIDA;BRIGADEIRO FARIA LIMA;1903;CONJ 102;JARDIM PAULISTANO;1452001;SP;SAO PAULO;11 55935900;;;DANIEL@ARGOFRUTA.COM;5
;07362743000150;ACC NEGOCIOS E PARTICIPACOES LTDA.;2;153901;AVENIDA;GENERAL ATALIBA LEONEL;1223;ANDAR 12 CONJ 123-A;SANTANA;2033000;SP;SAO PAULO;11 29501977;;;BRUNO@SABEL.COM.BR;1
;07379554000190;AGROPECUARIA REAL LTDA;4;151201;ALAMEDA;SANTOS;880;ANDAR 3 CONJ 32 SALA 1;CERQUEIRA CESAR;1418002;SP;SAO PAULO;11 39991643;11 39991643;11 22951466;xeruca@ig.com.br;1
;07395311000146;AGROPECUARIA TOCANDO EM FRENTE LTDA.;2;151201;ALAMEDA;LORENA;1304;ANDAR 10 CONJ 1.008/1.009;JARDIM PAULISTA;1424004;SP;SAO PAULO;16 32345758;;11 32141022;RAFAEL.ANGELIS@VALORUP.COM.BR;5
;07411397000153;A.M.V.R. PARTICIPACOES, EMPREENDIMENTOS IMOBILIARIOS E AGROPECUARIA LTDA.;2;161099;AVENIDA;PARADA PINTO;2262;SALA 05;VILA AMALIA;2611001;SP;SAO PAULO;11 22348200;;14 37331670;CONTABIL@AMVR.COM.BR;1
;07438354000161;ACMASSI AGROPECUARIA LTDA.;2;151201;AVENIDA;NOVE DE JULHO;5569;CONJ 91 ANDAR 9;ITAIM BIBI;4531050;SP;SAO PAULO;11 30789626;11 31687715;011 33110656;parafiscal@sgmconsultores.com.br;5
;07444826000199;LMS AGRO LTDA;2;162899;RUA;JERONIMO DA VEIGA;428;8 ANDAR - CJ 81;CHACARA ITAIM;4536001;SP;SAO PAULO;11 61910950;;;iaceempresa@terra.com.br;3
;07476594000150;AGROPECUARIA MASSI S.A.;2;162899;ALAMEDA;LORENA;1304;11 AN CJ 1102 SL 2;CERQUEIRA CESAR;1424001;SP;SAO PAULO;;;;;5
;07492888000176;NATURAE FAUNA E FLORA IMPORTACAO E EXPORTACAO, CRIACAO, PRODUCAO, INDUSTRIA E COMERCIO DE PRODUTOS E ALIMENTOS;2;122900;RUA;CONSELHEIRO MOREIRA DE BARROS;3450;;LAUZANE PAULISTA;2430002;SP;SAO PAULO;11 22366464;11 98721616;11 39851070;CONTATO@ORQUIDARIOIMIRIM.COM.BR;1
;07512960000180;AGROPECUARIA FLOR EIRELI;2;151201;RUA;FERNANDES DE ABREU;130;9 ANDAR;VILA NOVA CONCEICAO;4543070;SP;SAO PAULO;;;;;5
;07545073000299;IACIARA AGROPECUARIA LTDA;2;151201;ALAMEDA;DOS JURUPIS;943;8 ANDAR CJ 83 - PARTE;MOEMA;4088002;SP;SAO PAULO;11 43610999;;11 43610944;legalizacao@paulicon.com.br;1
;07580377000106;EUCATEX IMOBILIARIA LTDA;2;210101;AVENIDA;PRESIDENTE JUSCELINO KUBITSCHEK 1830;1830;TORRE I ANDAR 11 SALA 7;VILA NOVA CONCEICAO;4543900;SP;SAO PAULO;11 40279737;11 40289004;11 40279737;EUCATEX@EUCATEX.COM.BR;5
;07589548000168;AGROPECUARIA NELORE PARANA LTDA;2;151201;RUA;BANDEIRA PAULISTA;726;ANDAR 12 SALA 125-C;ITAIM BIBI;4532002;SP;SAO PAULO;11 36681041;;;ANDREIA.KAWAY@VLPAR.COM.BR;5
;07589669000100;BRASIL AGRONEGOCIOS E PARTICIPACOES LTDA;2;162899;AVENIDA;NOVE DE JULHO;5966;7 ANDAR - CONJUNTO 72;JARDIM EUROPA;1406200;SP;SAO PAULO;;;;;5
;07589978000180;MIPMEC REFLORESTAMENTO LTDA.;8;210107;RUA;ANTONIO MACEDO;78;TERREO;TATUAPE;3087010;SP;SAO PAULO;;;;;5
;07590244000110;JEZYN EMPREENDIMENTOS E AGRONEGOCIOS LTDA;8;133499;RUA;SETE DE ABRIL;404;3 ANDAR - CJ. 33;CENTRO;1044000;SP;SAO PAULO;11 31205757;;;;1
;07604556000560;EMPRESA BRASILEIRA DE BEBIDAS E ALIMENTOS S/A;8;131800;RUA;ITURAMA;141;;PARI;3035010;SP;SAO PAULO;;;;;5
;07624587000159;AGROPECUARIA VALE DE SAO MATEUS LTDA;4;151201;AVENIDA;BRIGADEIRO FARIA LIMA;1811;11.ANDAR-CJTO 1107;JARDIM PAULISTANO;1452001;SP;SAO PAULO;11 38166658;;;lccontabil@netpoint.com.br;5
;07628528000159;BRASILAGRO - COMPANHIA BRASILEIRA DE PROPRIEDADES AGRICOLAS;2;113000;AVENIDA;BRIGADEIRO FARIA LIMA;1.309;5 ANDAR;JD PAULISTANO;1452002;SP;SAO PAULO;11 30355300;11 30355389;11 30355366;FISCAL@BRASIL-AGRO.COM;5
;07634590001630;SIERENTZ AGRO BRASIL LTDA.;2;115600;AVENIDA;PRESIDENTE JUSCELINO KUBITSCHEK;1545;CONJ 48 ANDAR 4;VILA NOVA CONCEICAO;4543011;SP;SAO PAULO;16 35151300;;;MREATTO@AGRINVESTBRASIL.COM.BR;5
;07645119000241;AGROPECUARIA DESEJO LTDA;2;151201;RUA;MENDES CALDEIRA;155;SOBRE LOJA;BRAS;3007060;SP;SAO PAULO;11 32293899;;11 32293899;zago@mzcontax.com.br;1
;07669580000153;VERBRUGGEN EMPREENDIMENTOS AGRICOLAS LTDA;8;161099;RUA;ALFREDO ARANHA DE MIRANDA;60;SALA 02;CIDADE MONCOES;4563040;SP;SAO PAULO;11 55242877;;11 55242877;legalizacao@ncsistema.com.br;1
;07674361000162;AGROPECUARIA ARARAUNA LTDA.;8;151201;RUA;BATATAES;349;AP 152;JARDIM PAULISTA;1423902;SP;SAO PAULO;;;;;1
;07680493000105;E & R MANEJAMENTO DE ANIMAIS LTDA;2;162803;RUA;FERREIRA DO ALENTEJO;225;A;JARDIM CARAVELAS;4728060;SP;SAO PAULO;;;;;1
;07682996000101;F.R.B.V. - FAZENDAS REUNIDAS BOA VISTA LTDA;2;134200;RUA;LIBERO BADARO;92;ANDAR 4 SALA 47;CENTRO;1008000;SP;SAO PAULO;11 31046383;11 31058573;11 31058573;fazendasreunidasboavista@yahoo.com.br;1
;07689568000100;MARCELO FORTUNATO PESSANHA FERRADURAS;4;162803;AVENIDA;ALEXIOS JAFET;1811;BLOCO 1 - CONJ 32;JARAGUA;5187010;SP;SAO PAULO;11 91340486;11 55212938;11 55486826;starconti@terra.com.br;1
;07690125000130;AGROPECUARIA RAIZ DA MATA LTDA;2;151201;AVENIDA;BRIGADEIRO FARIA LIMA;1811;11.ANDAR-CJTO 1107;JARDIM PAULISTANO;1452001;SP;SAO PAULO;11 23655557;11 31707070;;JOSEHCURADO@GMAIL.COM;1
;07691574000100;RICARDO BELEM;2;155504;RUA;JOSE ADORNO;6;;CANGAIBA;3714020;SP;SAO PAULO;11 69668477;11 61214968;11 61289619;delucacont@uol.com.br;1
;07692517000138;CAMPOS & MORETTI - PARTICIPACOES SOCIETARIAS E AGRONEGOCIOS LTDA.;4;119906;RUA;SIQUEIRA BUENO;1593;ALTOS;QUARTA PARADA;3173010;SP;SAO PAULO;11 20281661;;;ricardo@pocobicontabilidade.com;1
;07697895000104;TERRA DOS VALES S.A.;2;210101;AVENIDA;BERNARDINO DE CAMPOS;98;7 ANDAR SALA 19;PARAISO;4004040;SP;SAO PAULO;11 26260267;;11 50413420;LARAUJO@CADVOGADOS.COM.BR;5
;07708206000110;MMG AGROPASTORIL LTDA;2;116499;AVENIDA;ANGELICA;1045;CJ 71;SANTA CECILIA;1227100;SP;SAO PAULO;11 50512977;;;gilbertolerio@revisora.com.br;5
;07731758000149;BRAUSSIE AGROPECUARIA LTDA;2;115600;RUA;CONSTANTINO DE SOUSA;645;SALA 3;CAMPO BELO;4605001;SP;SAO PAULO;11 55319791;;11 55319791;ALEXANDRE@FATTORK.COM.BR;5
;07735119000151;MAURO DA SILVA FERRADURAS;8;162803;RUA;MAESTRO HUMBERTO BASTIGLIA;399;CONJ 2;PQ COCAIA GRAJAU;4850050;SP;SAO PAULO;11 93328115;11 55212938;11 55486826;starconti@terra.com.br;1
;07738033000182;ECOPOTENCIAL CONSULTORIA, RECICLAGEM E PROJETOS AMBIENTAIS LTDA.;2;230600;RUA;CARAIBAS;206;;PERDIZES;5020000;SP;SAO PAULO;11 38174409;11 94033020;;;1
;07738976000105;AGROPECUARIA BONFIGLIOLI LTDA;8;151201;AVENIDA;JURUCE;194;8 ANDAR;MOEMA;4080909;SP;SAO PAULO;11 31685944;11 31685944;11 31685944;evidencecont@uol.com.br;1
;07757292000150;RAG COMERCIO DE PRODUTOS AGRO-PASTORIL LTDA;2;162899;AVENIDA;IRAI;393;SALA 74 - 7. ANDAR;MOEMA;4082001;SP;SAO PAULO;11 50446414;;11 50444139;rosifortes@uol.com.br;1
;07759119000191;HELMO AGROPECUARIA E URBANIZACAO LTDA;2;161099;RUA;LIBERO BADARO;377;ANDAR 27 CONJ 2707 - PARTE;CENTRO;1009000;SP;SAO PAULO;11 31012244;;11 31018735;TASCINE@MONGERALAEGON.COM.BR;5
;07805859000117;AGROTECA AGRONEGOCIOS LTDA.;3;210104;AVENIDA;BRIGADEIRO FARIA LIMA;2081;CONJ. 31 SALA 04;ITAIM BIBI;1452001;SP;SAO PAULO;11 50814458;;11 50814459;EDEMUNDO@WM-ASSOCIADOS.COM.BR;5
;07806829000125;AGROFLORESTAL IPANEMA AGRONEGOCIOS LTDA.;8;210104;AVENIDA;BRIGADEIRO FARIA LIMA;2081;CONJ 31 SALA 05;ITAIM BIBI;1452001;SP;SAO PAULO;11 50814458;;11 50814459;EDEMUNDO@WM-ASSOCIADOS.COM.BR;5
;07809886000168;AGN GESTAO FLORESTAL LTDA;2;230600;ALAMEDA;FRANCA;1050;CONJ 84;JARDIM PAULISTA;1422001;SP;SAO PAULO;13 34183272;13 97868870;11 50814459;JADSON@INOVARCONSULTING.COM.BR;5
;07828046000223;TIREJO AGROPECUARIA LTDA.;8;133499;AVENIDA;PAULISTA;2001;4 ANDAR CONJ 402;BELA VISTA;1311300;SP;SAO PAULO;11 43685077;11 43685077;11 43685077;LEGAL.BPASTOR.CONTABIL@UOL.COM.BR;1
