;2328280007019;ELEKTRO REDES S.A.;8;3514000;AVENIDA;NACOES UNIDAS;11541;UNID.AUT.-MEZANINO 2;BROOKLIN NOVO;SP;SAO PAULO;011 2593270;;011 2591530;;5
;2364061000163;COGERA COGERACAO E COMERCIALIZACAO DE ENERGIA;8;3511501;AVENIDA;PAULISTA;1337;1343 7.CA CJ 71-A;BELA VISTA;SP;SAO PAULO;;;;;5
;2474103001352;ENGIE BRASIL ENERGIA S.A.;2;3513100;ALAMEDA;SANTOS;905;4 A ND. CJTO 41 E 42;JARDIM PAULISTANO;SP;SAO PAULO;11 32624141;;048 2217253;rgarbin@tractebelenergia.com.br;5
;2540269000196;TERRACO PARTICIPACOES LTDA;8;3511501;AVENIDA;DAS NACOES UNIDAS;11541;5. ANDAR PARTE;CAMPO GRANDE;SP;SAO PAULO;;;;;5
;2569033000182;BOM JARDIM ENERGETICA LTDA;4;3511501;RUA;BARAO DE CAPANEMA;343;13 ANDAR SALA A;CERQUEIRA CESAR;SP;SAO PAULO;11 30852300;;11 30852442;;5
;2681830000157;DUKE ENERGIA DO SUDESTE LTDA;8;3512300;AVENIDA;DAS NACOES UNIDAS;12901;TN-32 ANDAR-SALA 4;BROOKLIN;SP;SAO PAULO;;;;;5
;2754177000109;ENRON COMERCIALIZADORA DE ENERGIA LTDA.;2;3513100;AVENIDA;PAULISTA;2.001;8 ANDAR - CONJUNTO 819;CERQUEIRA CESAR;SP;SAO PAULO;11 32535860;;11 32536829;;5
;2789153000195;ENERGIA DO SUL LTDA;8;3512300;RUA;PROF. CARLOS DE CARVALHO;28;8 AND. CJ 83 PARTE;ITAIM BIBI;SP;SAO PAULO;;;;;5
;2877212000268;PONTE DE PEDRA ENERGETICA S/A;8;3511501;AVENIDA;BRIGADEIRO FARIA LIMA;3015;14 ANDAR - CJ. 141;JARDIM PAULISTANO;SP;SAO PAULO;11 30713581;;;;5
;2881800000194;COMPANHIA ENERGETICA SANTA CLARA - EM RECUPERACAO JUDICIAL;2;3511501;AVENIDA;PRESIDENTE JUSCELINO KUBITSCHEK;360;ANDAR 12 SALA 02 COND EDIF JK 360;VILA NOVA CONCEICAO;SP;SAO PAULO;11 50338850;;11 31571417;ERIKA.HASSEGAWA@QGENERGIA.COM;5
;2916265037322;JBS S/A;2;3513100;AVENIDA;MARGINAL DIREITA DO TIETE;500;BLOCO II SUBSL SS SALA 31;VILA JAGUARA;SP;SAO PAULO;11 31444000;;;BONI@JBS.COM.BR;5
;2930085000132;PEP - PLENA ENERGIA PARTICIPACOES LTDA.;8;3511501;AVENIDA;DAS NACOES UNIDAS;11541;6 ANDAR - PARTE;BROOKLIN;SP;SAO PAULO;;;;;5
;2931702000114;CVE - SOCIEDADE VALPARAISENSE DE ENERGIA LTDA.;8;3530100;RUA;DOM JOSE DE BARROS;177;6 AND CJ 601 SL 608;CENTRO;SP;SAO PAULO;;;;;5
;2998301000181;RIO PARANAPANEMA ENERGIA S.A.;2;3511501;RUA;FUNCHAL;418;ANDAR 29;VILA OLIMPIA;SP;SAO PAULO;41 35141800;41 35141855;;CA.FISCAL.EQUIPE@CTGBR.COM.BR;5
;2998611000104;CTEEP - COMPANHIA DE TRANSMISSAO DE ENERGIA ELETRICA PAULISTA;2;3512300;AVENIDA;DAS NACOES UNIDAS;14.171;TORRE C CRYSTAL ANDAR 5 6 E 7;VILA GERTRUDES;SP;SAO PAULO;11 31387000;11 31387219;11 31387046;TRIBUTOS.FC@CTEEP.COM.BR;5
;3059729000202;BAIXADA SANTISTA ENERGIA S.A.;8;3511501;AVENIDA;NOSSA SENHORA DE SABARA;5.312;PARTE;PEDREIRA;SP;SAO PAULO;11 35313233;;11 35313233;legal@orcose.com.br;5
;3064687000117;CONE SUL ENERGIA LTDA.;8;3512300;AVENIDA;DAS NACOES UNIDAS;11541;6 ANDAR - PARTE;BROOKLIN;SP;SAO PAULO;;;;;5
;3064689000106;EPP - ENERGIA PURA PARTICIPACOES LTDA.;8;3512300;AVENIDA;DAS NACOES UNIDAS;11541;6 ANDAR (PARTE);BROOKLIN;SP;SAO PAULO;;;;;5
;3139630000130;BRASEN - BRASIL ENERGIA LTDA.;8;3511501;AVENIDA;DAS NACOES UNIDAS;11541;6 ANDAR - PARTE;BROOKLIN;SP;SAO PAULO;;;;;5
;3139661000190;ENERSIL - ENERGIA DO BRASIL LTDA.;8;3511501;AVENIDA;DAS NACOES UNIDAS;11541;6 ANDAR - SALA 03;BROOKLIN;SP;SAO PAULO;;;;;5
;3139709000160;RJG - RIO DE JANEIRO GENERATION LTDA.;8;3511501;AVENIDA;PAULISTA;2.001;8 ANDAR - CONJUNTO 820;CERQUEIRA CESAR;SP;SAO PAULO;11 32535860;;11 32536829;;5
;3185737000114;COMERCIALIZADORA DE ENERGIA LTDA;8;3512300;AVENIDA;DAS NACOES UNIDAS;4777;5. ANDAR PARTE;ALTO DE PINHEIROS;SP;SAO PAULO;;;;;5
;3206070000199;ECE EMPRESA COMERCIALIZADORA DE ENERGIA S.A.;2;3513100;RUA;JERONIMO DA VEIGA;45;9 ANDAR;ITAIM;SP;SAO PAULO;11 31700702;11 31700702;;roccocelso@hotmail.com;5
;3259836000101;ELIMONTEC MONTAGENS INDUSTRIAIS LTDA;8;3512300;RUA;GEORGE GUYNEMER;61;A;PARQUE EDU CHAVES;SP;SAO PAULO;011 69835719;;011 69835719;;5
;3295499000108;FOX ENERGY COMERCIALIZADORA DE ENERGIA LTDA.;2;3513100;AVENIDA;LAVANDISCA;741;14 ANDAR - CONJ. 133;INDIANOPOLIS;SP;SAO PAULO;021 5443935;;;;5
;3299819000190;QUEIROZ GALVAO ENERGETICA S/A - EM RECUPERACAO JUDICIAL;2;3511501;AVENIDA;PRESIDENTE JUSCELINO KUBITSCHEK;360;ANDAR 12 SALA 01 COND EDIF JK 360;VILA NOVA CONCEICAO;SP;SAO PAULO;11 50338850;;11 31571417;ERIKA.HASSEGAWA@QGENERGIA.COM;5
;3392671000133;DUKE ENERGIA PARANA LTDA;8;3511501;AVENIDA;DAS NACOES UNIDAS;12901;TN-32 ANDAR - SALA 11;BROOKLIN;SP;SAO PAULO;;;;;5
;3394342000121;DUKE ENERGY 1 BRASIL LTDA.;8;3511501;;AVENIDAS DAS NACOES UNIDAS;12901;T.N. 32 AND. SALA 10;CHACARA ITAIM;SP;SAO PAULO;;;;;5
;3442397000240;HELAMIN BRASIL - INDUSTRIA E COMERCIO LTDA.;8;3530100;RUA;CANTO E MELO;59;FUNDOS;SANTO AMARO;SP;SAO PAULO;11 38480701;;011 38489311;;5
;3460864000184;LAJEADO ENERGIA S/A;2;3511501;RUA;GOMES DE CARVALHO;1996;ANDAR 10 SALA 04;VILA OLIMPIA;SP;SAO PAULO;11 21855000;;11 21855550;CADASTROFISCAL@EDPBR.COM.BR;5
;3467321000946;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.;2;3511501;AVENIDA;DOS BANDEIRANTES;2845;;BROOKLIN;SP;SAO PAULO;11 35495300;11 35495301;11 35495302;claudio@barm.com.br;5
;3491591000135;EDP LAJEADO ENERGIA S/A;8;3511501;RUA;BANDEIRA PAULISTA;530;12 ANDAR PARTE;ITAIM BIBI;SP;SAO PAULO;11 21855900;;11 21855975;edpbrasil@edpbr.com.br;5
;3514576000165;CASTELO ENERGETICA S.A. - CESA;8;3511501;RUA;BANDEIRA PAULISTA;530;12 ANDAR PARTE;ITAIM;SP;SAO PAULO;11 21855800;;11 21855802;jgnunes@escelsa.com.br;5
;3532447000604;ITAMARATI NORTE SA AGRO PECUARIA;2;3511501;AVENIDA;BRIGADEIRO FARIA LIMA;2601;CONJ EDIF NEW STAR 43 E 44 ANDAR 4;JARDIM PAULISTANO;SP;SAO PAULO;81 21377071;81 21377072;81 21210300;FISCAL@BRENNANDENERGIA.COM.BR;5
;3548263000128;RIO ENERGIA LTDA.;8;3512300;AVENIDA;DAS NACOES UNIDAS;11541;6 ANDAR - SALA 10;BROOKLIN NOVO;SP;SAO PAULO;;;;;5
;3559718000100;PROTECTOR PLUS CONSULTORIA E NEGOCIOS LTDA;8;3520402;AVENIDA;MUTINGA;3044;;PIRITUBA;SP;SAO PAULO;;;;;5
;3573381000358;TANGARA ENERGIA S/A;2;3513100;AVENIDA;DAS NACOES UNIDAS;14261;ANDAR 20 ALA B SALA 03 COND WTORRE MORUMBI;VILA GERTRUDES;SP;SAO PAULO;21 24395150;;;TRIBUTARIO@BROOKFIELDENERGIA.COM;5
;3581989000162;COMPANHIA ENERGETICA DO JARI - CEJA;2;3511501;RUA;GOMES DE CARVALHO;1996;"ANDAR: 10; SALA: 07;";VILA OLIMPIA;SP;SAO PAULO;11 21855830;11 21855000;11 21855550;CLEUZI.SANTOS@EDPBR.COM.BR;5
;3616184000107;AES TIETE PARTICIPACOES S.A.;8;3512300;RUA;LOURENCO MARQUES;158;1 ANDAR SALA B;VILA OLIMPIA;SP;SAO PAULO;11 21952186;;;;5
;3631957000124;CTG BRASIL TRADING LTDA.;2;3513100;RUA;FUNCHAL;418;ANDAR 29 SALA 03;VILA OLIMPIA;SP;SAO PAULO;41 35141800;41 35141855;;CA.FISCAL.EQUIPE@CTGBR.COM.BR;5
;3690881000108;ASPERBRAS ENERGIA LTDA;2;3511501;AVENIDA;JUSCELINO KUBITSCHEK;1400;ANDAR 7 CONJ 71 SALA 04;ITAIM BIBI;SP;SAO PAULO;11 32142668;11 32370831;11 32142668;kitasaua@kitasaua.com.br;5
;3704898000177;OURINHOS ENERGIA S/A;8;3512300;PRACA;RAMOS DE AZEVEDO;254;3 ANDAR;CENTRO;SP;SAO PAULO;11 32277000;;11 32277108;fabio@ntj.com.br;5
;3757344000138;BTG PACTUAL AGENTE COMERCIALIZADOR DE ENERGIA LTDA.;8;3513100;AVENIDA;BRIGADEIRO FARIA LIMA;3729;9 ANDAR;JARDIM PAULISTA;SP;SAO PAULO;11 33832378;11 33832141;11 30462001;btgpactual@btgpactual.com;5
;3770507000112;GASPORT DISTRIBUIDORA LTDA;8;3520401;RUA;FREI CANECA;1380;7 ANDAR - CJ 72;CONSOLACAO;SP;SAO PAULO;;;;;5
;3780401000280;BROOKFIELD ENERGIA COMERCIALIZADORA LTDA;2;3513100;AVENIDA;DAS NACOES UNIDAS;14261;20 ANDAR ALA B SALA 03 COND. WTORRE MORUMBI;VILA GERTRUDES;SP;SAO PAULO;21 24395150;;;TRIBUTARIO@BROOKFIELDENERGIA.COM;5
;3791796000136;ENERGIMP S.A.;2;3511501;RUA;FIDENCIO RAMOS;160;CONJ 312;VILA OLIMPIA;SP;SAO PAULO;85 40628411;85 40628364;85 30227152;VALDIZIA.DESOUZA@ENERGIMP.COM.BR;5
;3806870000140;PROTEUS POWER BRASIL LTDA;2;3511501;RUA;COLUMBUS;282;7 ANDAR - SALA 72;VILA LEOPOLDINA;SP;SAO PAULO;11 37975020;11 37975018;11 38648441;JOSE.OLIVEIRA@SPSYN.COM.BR;1
;3820456000196;BSB ENERGETICA S/A;2;3511501;RUA;JERONIMO DA VEIGA;45;9 ANDAR (PARTE);ITAIM;SP;SAO PAULO;11 33654210;;11 33654204;bsb.energetica@terra.com.br;5
;3886684000169;ELETROPAULO COMERCIAL EXPORTADORA LTDA;8;3512300;RUA;VINTE E CINCO DE JANEIRO;284;A 320;SANTA EFIGENIA;SP;SAO PAULO;;;;;5
;3948542000189;AES TERMO BARIRI LTDA;8;3511501;PRACA;PROFESSOR JOSE LANNES;40;17 AND MEZZANINO SL 1;BROOKLIN NOVO;SP;SAO PAULO;;;;;1
;3972755000146;ARS ENERGIA LTDA.;2;3511501;RUA;MANOEL DA NOBREGA;211;ANDAR 8 CONJ 82;PARAISO;SP;SAO PAULO;11 20818111;11 26938515;11 26927699;cassio@contabiljl.com.br;5
;3984862000194;VOTENER-VOTORANTIM COMERCIALIZADORA DE ENERGIA LTDA.;2;3513100;AVENIDA;DOUTORA RUTH CARDOSO;8501;ANDAR 2 EDIF EL. BUSINESS TOWER;PINHEIROS;SP;SAO PAULO;41 33885160;;11 28748941;COE-SOCIETARIO@VOTORANTIM.COM;5
;3984987000203;ECTE - EMPRESA CATARINENSE DE TRANSMISSAO DE ENERGIA S/A;2;3512300;RUA;OLIMPIADAS;66;"ANDAR: 8; CONJ: 81 E 82; SALA: H;";VILA OLIMPIA;SP;SAO PAULO;11 33828700;;11 33828776;DIRETORIA@TBE.COM.BR;5
;4023261000340;NC ENERGIA S.A.;2;3513100;AVENIDA;PAULISTA;726;ANDAR 18 PARTE;BELA VISTA;SP;SAO PAULO;21 32358925;;;amilton@ncenergia.com.br;5
;4047538000102;GIMAC MONTAGENS ELETRICAS LTDA;8;3512300;AVENIDA;DR. CARDOSO DE MELO;1470;6 ANDAR -CONJ 605/606;VILA OLIMPIA;SP;SAO PAULO;011 2175029;;011 2962322;;5
;4080031000150;COOPERSANTA III - COOPERATIVA DE ELETRIFICACAO E DESENVOLVIMENTO DO LOTEAMENTO TERRAS DE SANTA CRISTINA - GLEBA III;2;3512300;RUA;CAPITAO RABELO;329;;JD. SAO PAULO;SP;SAO PAULO;;;;;5
;4100556000291;ENGIE BRASIL ENERGIA COMERCIALIZADORA LTDA;8;3513100;ALAMEDA;SANTOS;905;ED ST DUM 4 AND PARTE;CERQUEIRA CESAR;SP;SAO PAULO;;;;;5
;4126089000198;TERMOCORUMBA LTDA.;8;3512300;AVENIDA;DAS NACOES UNIDAS;12901;TORRE N.32 AND. SL.5;BROOKLIN;SP;SAO PAULO;;;;;5
;4128563000110;AES TIETE ENERGIA S.A.;2;3511501;AVENIDA;DAS NACOES UNIDAS;12495;ANDAR 12;BROOKLIN PAULISTA;SP;SAO PAULO;11 41974738;;;TRIBUTARIO@AES.COM;5
;4131501000168;BIOGAS ENERGIA AMBIENTAL S.A;2;3511501;RUA;MOGEIRO;1580;PARTE;VILA PERUS;SP;SAO PAULO;11 55069990;;;ENERGIA@BIOGAS-AMBIENTAL.COM.BR;5
;4131501000249;BIOGAS ENERGIA AMBIENTAL S.A;2;3511501;RUA;LIBERO BADARO;377;ANDAR 11 CONJ 1109;CENTRO;SP;SAO PAULO;11 31173171;;;ENERGIA@BIOGAS-AMBIENTAL.COM.BR;5
;4149295000113;EDP - COMERCIALIZACAO E SERVICOS DE ENERGIA LTDA.;2;3513100;RUA;GOMES DE CARVALHO;1996;ANDAR 8 SALA 01;VILA OLIMPIA;SP;SAO PAULO;11 21855000;;11 21855550;CADASTROFISCAL@EDPBR.COM.BR;5
;4149295000385;EDP - COMERCIALIZACAO E SERVICOS DE ENERGIA LTDA.;2;3513100;RUA;GOMES DE CARVALHO;1765;ANDAR 1 CONJ 11 SALA 01;VILA OLIMPIA;SP;SAO PAULO;11 21855045;;;CLEUZI.SANTOS@EDPBR.COM.BR;5
;4149487000120;TOCANTINS ENERGIA S.A.;8;3511501;RUA;BANDEIRA PAULISTA;530;ANDAR 7 CONJ 73;ITAIM BIBI;SP;SAO PAULO;11 35726713;11 35726798;11 35726800;francisco.baltazar@enbr.com.br;5
;4176479000172;EPA ENERGIA PARTICIPACOES DAS AMERICAS LTDA.;8;3512300;AVENIDA;DAS NACOES UNIDAS;11.541;6 ANDAR - SALA 06;BROOKLIN;SP;SAO PAULO;;;;;5
;4204208000183;VEREDAS ENERGETICA LTDA;8;3511501;RUA;COLUMBUS;282;7 AND SL 73;VL LEOPOLDINA;SP;SAO PAULO;11 37975094;11 37975018;;RICARDO.MENDES@SYNERGYGROUPCORP.COM;1
;4245220000136;NEW ENERGY OPTIONS GERACAO DE ENERGIA S.A;2;3511501;AVENIDA;DAS NACOES UNIDAS;12901;ANDAR 35 TORRE NORTE;BROOKLIN PAULISTA;SP;SAO PAULO;11 43809277;11 43809250;11 43809250;FISCAL@MULTINER.COM.BR;5
;4270778000333;SANTANDER CORRETORA DE SEGUROS, INVESTIMENTOS E SERVICOS S.A.;2;3513100;AVENIDA;PRESIDENTE JUSCELINO KUBITSCHEK;2041;E 2235 - BLOCO A 25 ANDAR - PARTE;VILA NOVA CONCEICAO;SP;SAO PAULO;11 55388501;;;SUPIMPOSTOSISSQN@SANTANDER.COM.BR;5
